,center_id,name,address,state_name,district_name,block_name,pincode,lat,long,from,to,fee_type,sessions,vaccine_fees,session_id,date,available_capacity,min_age_limit,vaccine,slots,available_capacity_dose1,available_capacity_dose2
12,4422,Dr. N.C. Joshi Hospital,"Joshi Road, Karol Bagh, New Delhi-110005",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '6a894bed-2daa-42c5-8aba-ee0bc41ea200', 'date': '21-05-2021', 'available_capacity': 77, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 77}",,6a894bed-2daa-42c5-8aba-ee0bc41ea200,21-05-2021,77,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,77
12,4422,Dr. N.C. Joshi Hospital,"Joshi Road, Karol Bagh, New Delhi-110005",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'd9e86138-ba3f-4549-beed-3470663a3a00', 'date': '22-05-2021', 'available_capacity': 43, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 43}",,d9e86138-ba3f-4549-beed-3470663a3a00,22-05-2021,43,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,43
12,4422,Dr. N.C. Joshi Hospital,"Joshi Road, Karol Bagh, New Delhi-110005",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': 'b283430e-e122-4006-96de-f910b689a27f', 'date': '23-05-2021', 'available_capacity': 46, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 11, 'available_capacity_dose2': 35}",,b283430e-e122-4006-96de-f910b689a27f,23-05-2021,46,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",11,35
12,4422,Dr. N.C. Joshi Hospital,"Joshi Road, Karol Bagh, New Delhi-110005",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '27411a25-1475-4328-b04f-5261226d1b90', 'date': '24-05-2021', 'available_capacity': 127, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 60, 'available_capacity_dose2': 67}",,27411a25-1475-4328-b04f-5261226d1b90,24-05-2021,127,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",60,67
12,4422,Dr. N.C. Joshi Hospital,"Joshi Road, Karol Bagh, New Delhi-110005",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '60add136-2f5d-45ca-8a96-deba6991c722', 'date': '25-05-2021', 'available_capacity': 177, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 96, 'available_capacity_dose2': 81}",,60add136-2f5d-45ca-8a96-deba6991c722,25-05-2021,177,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",96,81
12,4422,Dr. N.C. Joshi Hospital,"Joshi Road, Karol Bagh, New Delhi-110005",Delhi,Central Delhi,Not Applicable,110005,28,77,09:00:00,17:00:00,Free,"{'session_id': '6e08510c-8396-432d-882f-397b3e8575f2', 'date': '26-05-2021', 'available_capacity': 175, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 77, 'available_capacity_dose2': 98}",,6e08510c-8396-432d-882f-397b3e8575f2,26-05-2021,175,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",77,98
13,4681,DGD Chamelian Road PHC,6562-13 Chamelian Road Delhi,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': 'ead9c185-1140-4aff-84d3-3c2518e487e5', 'date': '20-05-2021', 'available_capacity': 22, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 8, 'available_capacity_dose2': 14}",,ead9c185-1140-4aff-84d3-3c2518e487e5,20-05-2021,22,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",8,14
14,8069,Hindu Rao Hospital SITE 4,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,21:00:00,Free,"{'session_id': '1c16b44f-cb5f-4b8c-beb1-a7b27b06db79', 'date': '20-05-2021', 'available_capacity': 1, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 1, 'available_capacity_dose2': 0}",,1c16b44f-cb5f-4b8c-beb1-a7b27b06db79,20-05-2021,1,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",1,0
14,8069,Hindu Rao Hospital SITE 4,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,21:00:00,Free,"{'session_id': '6176e358-b06b-4dec-be4c-eaf5e1c5564b', 'date': '21-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,6176e358-b06b-4dec-be4c-eaf5e1c5564b,21-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-06:00PM']",0,0
14,8069,Hindu Rao Hospital SITE 4,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,21:00:00,Free,"{'session_id': 'dc6f52e3-34f7-461d-9489-8396d9091d8f', 'date': '22-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,dc6f52e3-34f7-461d-9489-8396d9091d8f,22-05-2021,0,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",0,0
14,8069,Hindu Rao Hospital SITE 4,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,21:00:00,Free,"{'session_id': 'c0ecf2f5-1897-42db-81fa-be479be55ef7', 'date': '24-05-2021', 'available_capacity': 1, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 1, 'available_capacity_dose2': 0}",,c0ecf2f5-1897-42db-81fa-be479be55ef7,24-05-2021,1,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",1,0
14,8069,Hindu Rao Hospital SITE 4,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,21:00:00,Free,"{'session_id': '375db4fe-9211-471b-ad4c-a41ebb6f8672', 'date': '25-05-2021', 'available_capacity': 25, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 25, 'available_capacity_dose2': 0}",,375db4fe-9211-471b-ad4c-a41ebb6f8672,25-05-2021,25,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",25,0
14,8069,Hindu Rao Hospital SITE 4,HINDU RAO HOSPITAL MALKA GANJ,Delhi,Central Delhi,Not Applicable,110007,28,77,09:00:00,21:00:00,Free,"{'session_id': '6ebde120-371d-4ceb-b4f9-fc71853a9eb0', 'date': '26-05-2021', 'available_capacity': 140, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 63, 'available_capacity_dose2': 77}",,6ebde120-371d-4ceb-b4f9-fc71853a9eb0,26-05-2021,140,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",63,77
15,693772,SBV JAMA MASJID HINDI SITE 4,Jama Masjid (Hindi Medium),Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': 'bf803a82-7765-47b4-98bb-042e70ba26ae', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 18, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,bf803a82-7765-47b4-98bb-042e70ba26ae,20-05-2021,0,18,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
16,8117,Northern Railway Hospital,"Near Fire Station, Shyama Prasad Mukherjee Marg, Old Delhi, New Delhi, Delhi 110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '46f8b962-503d-49ab-a6ac-06582191469c', 'date': '20-05-2021', 'available_capacity': 119, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 52, 'available_capacity_dose2': 67}",,46f8b962-503d-49ab-a6ac-06582191469c,20-05-2021,119,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",52,67
16,8117,Northern Railway Hospital,"Near Fire Station, Shyama Prasad Mukherjee Marg, Old Delhi, New Delhi, Delhi 110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': 'a31ee51b-0455-47b8-870f-da06caae9057', 'date': '21-05-2021', 'available_capacity': 26, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 12, 'available_capacity_dose2': 14}",,a31ee51b-0455-47b8-870f-da06caae9057,21-05-2021,26,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",12,14
16,8117,Northern Railway Hospital,"Near Fire Station, Shyama Prasad Mukherjee Marg, Old Delhi, New Delhi, Delhi 110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': 'dddaae93-d882-44c7-a5a2-d3019298eec6', 'date': '22-05-2021', 'available_capacity': 131, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 80, 'available_capacity_dose2': 51}",,dddaae93-d882-44c7-a5a2-d3019298eec6,22-05-2021,131,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",80,51
16,8117,Northern Railway Hospital,"Near Fire Station, Shyama Prasad Mukherjee Marg, Old Delhi, New Delhi, Delhi 110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '5ff3da0f-dac3-4620-b1af-a77467c8620d', 'date': '24-05-2021', 'available_capacity': 158, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 92, 'available_capacity_dose2': 66}",,5ff3da0f-dac3-4620-b1af-a77467c8620d,24-05-2021,158,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",92,66
16,8117,Northern Railway Hospital,"Near Fire Station, Shyama Prasad Mukherjee Marg, Old Delhi, New Delhi, Delhi 110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '7b3c5684-784c-45c3-93c0-4f4852022077', 'date': '25-05-2021', 'available_capacity': 172, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 92, 'available_capacity_dose2': 80}",,7b3c5684-784c-45c3-93c0-4f4852022077,25-05-2021,172,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",92,80
16,8117,Northern Railway Hospital,"Near Fire Station, Shyama Prasad Mukherjee Marg, Old Delhi, New Delhi, Delhi 110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '9ce9da29-173a-4e1f-9356-e2bdae3a5905', 'date': '26-05-2021', 'available_capacity': 181, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 98, 'available_capacity_dose2': 83}",,9ce9da29-173a-4e1f-9356-e2bdae3a5905,26-05-2021,181,45,COVISHIELD,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",98,83
17,702691,SBVV Qutub Road Sadar Bazar,Qutub Road Sadar Bazar,Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,17:00:00,Free,"{'session_id': '37c656d0-2cfc-4448-8ae4-0e189083fce1', 'date': '20-05-2021', 'available_capacity': 48, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 23, 'available_capacity_dose2': 25}",,37c656d0-2cfc-4448-8ae4-0e189083fce1,20-05-2021,48,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",23,25
18,4254,CGHS Dispensary Timarpur PHC,CGHS Dispensary Timarpur Near Patrachar Timarpur Delhi - 110054,Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '64a5ab5f-b4fd-4f01-95f9-2d30acad9860', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,64a5ab5f-b4fd-4f01-95f9-2d30acad9860,20-05-2021,0,45,COVAXIN,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,0
19,658585,Balak Ram Hospital SITE 5,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': 'addc60f7-15da-4f4e-bd57-fbb473dde6b1', 'date': '20-05-2021', 'available_capacity': 196, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 96, 'available_capacity_dose2': 100}",,addc60f7-15da-4f4e-bd57-fbb473dde6b1,20-05-2021,196,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",96,100
19,658585,Balak Ram Hospital SITE 5,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '01e803b4-c7b0-436e-9264-b6b2f45bd3b7', 'date': '21-05-2021', 'available_capacity': 199, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 100, 'available_capacity_dose2': 99}",,01e803b4-c7b0-436e-9264-b6b2f45bd3b7,21-05-2021,199,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",100,99
19,658585,Balak Ram Hospital SITE 5,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '2f8c0bf4-306b-4e1e-ae65-0c40bd272aa8', 'date': '22-05-2021', 'available_capacity': 199, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 99, 'available_capacity_dose2': 100}",,2f8c0bf4-306b-4e1e-ae65-0c40bd272aa8,22-05-2021,199,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",99,100
19,658585,Balak Ram Hospital SITE 5,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': '507e0b06-789c-4101-8806-95d2f536a188', 'date': '24-05-2021', 'available_capacity': 197, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 98, 'available_capacity_dose2': 99}",,507e0b06-789c-4101-8806-95d2f536a188,24-05-2021,197,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",98,99
19,658585,Balak Ram Hospital SITE 5,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': 'd26527dc-7ace-44ed-8a2f-0e4179937b25', 'date': '25-05-2021', 'available_capacity': 198, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 99, 'available_capacity_dose2': 99}",,d26527dc-7ace-44ed-8a2f-0e4179937b25,25-05-2021,198,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",99,99
19,658585,Balak Ram Hospital SITE 5,"BALAK RAM HOSPITAL, TIMAR PUR DELHI 110054",Delhi,Central Delhi,Not Applicable,110054,28,77,09:00:00,17:00:00,Free,"{'session_id': 'd2124e48-a561-4a27-8732-7802eff564e7', 'date': '26-05-2021', 'available_capacity': 200, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 100, 'available_capacity_dose2': 100}",,d2124e48-a561-4a27-8732-7802eff564e7,26-05-2021,200,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",100,100
20,609992,S.S.V Burari Polyclinic,S.S.V Burari Polyclinic,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': 'b6921fbb-d514-4072-beac-bf30dafc684b', 'date': '20-05-2021', 'available_capacity': 1, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 1}",,b6921fbb-d514-4072-beac-bf30dafc684b,20-05-2021,1,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,1
20,609992,S.S.V Burari Polyclinic,S.S.V Burari Polyclinic,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': 'dda2a729-d987-4371-a907-cc1ad31f4aaf', 'date': '21-05-2021', 'available_capacity': 25, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 25}",,dda2a729-d987-4371-a907-cc1ad31f4aaf,21-05-2021,25,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,25
20,609992,S.S.V Burari Polyclinic,S.S.V Burari Polyclinic,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': 'df0fbc05-702a-49c8-bb8a-e31c8592d0ec', 'date': '22-05-2021', 'available_capacity': 2, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 2}",,df0fbc05-702a-49c8-bb8a-e31c8592d0ec,22-05-2021,2,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",0,2
20,609992,S.S.V Burari Polyclinic,S.S.V Burari Polyclinic,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': '286c0da8-54a0-43d7-b6c5-c2b4200b6178', 'date': '24-05-2021', 'available_capacity': 24, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 9, 'available_capacity_dose2': 15}",,286c0da8-54a0-43d7-b6c5-c2b4200b6178,24-05-2021,24,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",9,15
20,609992,S.S.V Burari Polyclinic,S.S.V Burari Polyclinic,Delhi,Central Delhi,Not Applicable,110084,28,77,09:00:00,17:00:00,Free,"{'session_id': '8b9d36b0-1537-493d-a720-1585b9afc17f', 'date': '25-05-2021', 'available_capacity': 31, 'min_age_limit': 45, 'vaccine': 'COVISHIELD', 'slots': ['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM'], 'available_capacity_dose1': 19, 'available_capacity_dose2': 12}",,8b9d36b0-1537-493d-a720-1585b9afc17f,25-05-2021,31,45,COVISHIELD,"['09:00AM-11:00AM', '11:00AM-01:00PM', '01:00PM-03:00PM', '03:00PM-05:00PM']",19,12
21,580269,Kasturba Hospital DH SITE 1,"Kasturba Hospital, Jama Masjid, Darya Ganj, Delhi-110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': '1f3a68fe-89a7-479c-95a1-5860f5e0664d', 'date': '20-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,1f3a68fe-89a7-479c-95a1-5860f5e0664d,20-05-2021,0,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",0,0
21,580269,Kasturba Hospital DH SITE 1,"Kasturba Hospital, Jama Masjid, Darya Ganj, Delhi-110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': '1fda66cb-5365-4866-b036-941adb66c4ac', 'date': '21-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,1fda66cb-5365-4866-b036-941adb66c4ac,21-05-2021,0,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",0,0
21,580269,Kasturba Hospital DH SITE 1,"Kasturba Hospital, Jama Masjid, Darya Ganj, Delhi-110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'a58f89ee-5044-477b-b72a-a1ce342ccd99', 'date': '22-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,a58f89ee-5044-477b-b72a-a1ce342ccd99,22-05-2021,0,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",0,0
21,580269,Kasturba Hospital DH SITE 1,"Kasturba Hospital, Jama Masjid, Darya Ganj, Delhi-110006",Delhi,Central Delhi,Not Applicable,110006,28,77,09:00:00,21:00:00,Free,"{'session_id': 'ef484f45-da1a-403b-af3a-0b9276620232', 'date': '24-05-2021', 'available_capacity': 0, 'min_age_limit': 45, 'vaccine': 'COVAXIN', 'slots': ['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM'], 'available_capacity_dose1': 0, 'available_capacity_dose2': 0}",,ef484f45-da1a-403b-af3a-0b9276620232,24-05-2021,0,45,COVAXIN,"['09:00AM-12:00PM', '12:00PM-03:00PM', '03:00PM-06:00PM', '06:00PM-09:00PM']",0,0
